accountId,type,name,address,email,phone,website,lat,lng
"66fe4d85-7b02-e411-804e-0050569a6f1b","findacpa","DLC Accounting Pty Ltd","PO Box 213, OSBORNE PARK WA 6917, AUS","info@dlcaccounting.net.au","+61892422977",,"-31.90478","115.81685"
"e22d2e25-3b88-e011-87e1-005056b30007","findacpa","Business & You Pty Ltd","U 7  28 Ruse St, OSBORNE PARK WA 6017, AUS","team@businessandyou.com.au","+61894680020","http://www.businessandyou.com.au","-31.90634","115.81501"
"40a2868a-4d97-e711-80f2-0050569a458f","findacpa","P&A Holdings (AUST) Pty Ltd t/a Pye Arnold","U 217  396 Scarborough Beach Rd, OSBORNE PARK WA 6017, AUS","info@pyearnold.com.au","+61894431244",,"-31.91004","115.81567"
"74905fbe-1388-e011-87e1-005056b30007","findacpa","Canning Accounting","U 1  366 Scarborough Beach Rd, OSBORNE PARK WA 6017, AUS","claude@canningaccounting.com.au","63703700",,"-31.91266","115.8184"
"ad06d759-1388-e011-87e1-005056b30007","findacpa","Kernway Holdings Pty Ltd ATF The Oxford Unit trust t/as Galluccio Griggs","L 3, 92 Walters Dr, OSBORNE PARK WA 6017, AUS","galluccio@galluccio.com.au","+61892270055","http://www.gallucciogriggs.com.au","-31.91569","115.81859"
"279a3ca9-90c1-ea11-bf21-0003ff6fe533","findacpa","Verve Business Advisors","1 Walters Dr, OSBORNE PARK WA 6017, AUS","admin@verveba.com.au","+61861184577","http://www.verveba.com.au","-31.91202","115.81294"
"cf67d7fd-2888-e011-972f-005056b3003f","findacpa","Pye Corporate","U 5, G  24 Parkland Rd, OSBORNE PARK WA 6017, AUS","shayne@satoriwealth.com.au","0892028500","https://satoriwealth.com.au/","-31.91649","115.81427"
"af129daa-1f88-e011-87e1-005056b30007","findacpa","FocusOne Financial Services","Suite 12 41 Walters Drive, OSBORNE PARK DC WA 6017, AUS",,"+61893812944","https://focusone.com.au/","-31.91069","115.81206"
"7abe6bb7-cc0e-ed11-8128-0050569a458f","findacpa","Accounting Solutions Partners","20 Talia Dr, STIRLING WA 6021, AUS","sanath@asp-aus.com.au","+61430211112","http://www.asp-aus.com.au","-31.89545","115.80997"
"50174af2-2388-e011-972f-005056b3003f","findacpa","Freedom Accounting","U 2  181 Main St, OSBORNE PARK WA 6017, AUS","info@freedomaccounting.com.au","+61894401500","http://www.freedomaccounting.com.au","-31.89951","115.82779"
"c9d45dfa-1788-e011-87e1-005056b30007","findacpa","Brennan Sloan","Level 1, 470 Scarborough Beach Rd, OSBORNE PARK WA 6017, AUS","mail@brennansloan.com.au","+61893813399","http://www.brennansloan.com.au","-31.90482","115.80846"
"e7f97a67-2b88-e011-972f-005056b3003f","findacpa","Optima Partners","U 3  128 Main St, OSBORNE PARK WA 6017, AUS","optima.live@optimapartners.com.au","+61862672200","http://www.optimapartners.com.au","-31.90196","115.82874"
"df61583a-08c9-e211-ab29-0050569a6ed0","findacpa","GW Capital Group Pty Ltd t/as GW Accountants & Business Advisors","U 7  24 Walters Dr, OSBORNE PARK WA 6017, AUS","wchin@gwcapitalgroup.com.au","+61894307888","http://gwcapitalgroup.com.au","-31.9097","115.80859"
"38ecd534-1b88-e011-82c3-005056b3003f","findacpa","Yiannakis & Associates Pty Ltd","U 6  196 Main St, OSBORNE PARK WA 6017, AUS","louis@tth.accountants","+61864006633","http://","-31.8981","115.82865"
"5e40b5d9-ed7c-ed11-a81c-00224892932c","findacpa","Ardent Advisory Australia Pty Ltd","U 3  49 Cedric St, STIRLING WA 6021, AUS","admin@ardentadvisory.com.au","+61861821469","http://www.ardentadvisory.com.au","-31.88718","115.80943"
"8f6aac52-2e88-e011-87e1-005056b30007","findacpa","Tactica Partners Pty Ltd","PO Box 193, WEMBLEY WA 6913, AUS","info@tacticapartners.com.au","+61893875637","http://www.tacticapartners.com.au","-31.9331","115.81775"
"6ef3f19f-24f5-ed11-8134-0050569a458f","findacpa","Astute Services","238 Hector St, TUART HILL WA 6060, AUS","admin@astuteservices.au","+61434086444","https://astuteservices.au/","-31.90447","115.83186"
"85b7e74c-2088-e011-82c3-005056b3003f","findacpa","FABA Accountants & Advisors","PO Box 375, TUART HILL WA 6939, AUS","andrew@fabaaccountants.com.au","+61863367125",,"-31.89799","115.83503"
"75a8c5c7-1b88-e011-87e1-005056b30007","findacpa","Mazzella & Associates Pty Ltd","U 4  2 Centro Ave, SUBIACO WA 6008, AUS","franc@mazzella.com.au","+61893822288",,"-31.94509","115.82119"
"d2204098-1888-e011-87e1-005056b30007","findacpa","Griffiths Advisory","U 9a  151 Herdsman Pde, WEMBLEY WA 6014, AUS","phil@griffithswa.com.au","+61893872331",,"-31.93285","115.80455"
"96a58c16-9715-e111-a0c0-005056b3003f","findacpa","TAXATION STRATEGIES AND ACCOUNTING SERVICES; Wealth Psychology Advisory & Compliance","Northlands Commercial Centre, Shop 17  386 Wanneroo Rd, WESTMINSTER WA 6061, AUS","admin@wealthpsych.com.au","+61893455200","http://www.wealthpsych.com.au","-31.87271","115.8322"
"97a25f38-1d88-e011-87e1-005056b30007","findacpa","Goldfinch Consulting & Management Group","U 3  590 Hay St, SUBIACO WA 6008, AUS","hgold@gcmgroup.com.au","+61893814388",,"-31.94671","115.81498"
"6129f136-2088-e011-87e1-005056b30007","findacpa","Accounting On Tap Pty Ltd","Level 1, 199 Balcatta Rd, BALCATTA WA 6021, AUS",,"+61892401100",,"-31.86031","115.81397"
"2461fad2-c7ea-ed11-8140-0050569a1c9a","findacpa","Advanced Tax Returns","Subiaco Village Shopping Centr, Shop 5  531 Hay St, SUBIACO WA 6008, AUS","admin@atrwa.net.au","+61893808321","http://www.atrwa.net.au","-31.94751","115.82158"
"69ab2010-d72b-e311-9847-0050569a6f1b","findacpa","Resonate Business Consulting Pty Ltd","Subiaco Village Shopping Centr, Shop 15b  531 Hay St, SUBIACO WA 6008, AUS","info@resbc.com.au","+61862987320","http://resbc.com.au/","-31.94751","115.82158"
"cc363777-2a88-e011-87e1-005056b30007","findacpa","KFM Accounting Pty Ltd","Subiaco Village Shopping Centr, Shop 5  531 Hay St, SUBIACO WA 6008, AUS","mark@kfmaccounting.com.au","+61893812322",,"-31.94751","115.82158"
"4cc57dee-3a9a-e511-94a5-0050569a41db","findacpa","Private Accounting Advisers Pty Ltd","105 Railway Rd, SUBIACO WA 6008, AUS","indira@privateaca.com.au","+61893806069","http://www.privateaccountingadvisers.com.au","-31.94812","115.81968"
"dfd2fffc-2488-e011-87e1-005056b30007","findacpa","Bordi & Associates","U 1a  5 Mumford Pl, BALCATTA WA 6021, AUS","carlo@bordi.com.au","+61892407211",,"-31.85827","115.80973"
"cccf9fa3-1988-e011-87e1-005056b30007","findacpa","Roger Smith & Associates","31a Elyard Cres, STIRLING WA 6021, AUS","rogsmit@ozemail.com.au","+61402093030",,"-31.8697","115.80264"
"c1ab0181-1c88-e011-82c3-005056b3003f","findacpa","Taxaction & Accounting Services Pty Ltd","U 1a  152 Balcatta Rd, BALCATTA WA 6021, AUS","client@taxaction.com.au","+61892402333","http://","-31.86021","115.80602"
"351940a3-1b88-e011-87e1-005056b30007","findacpa","Kingston Harrop Pty Ltd","U 6  19 Mumford Pl, BALCATTA WA 6021, AUS","darren@khg.com.au","+61892076400","http://www.khg.com.au","-31.85823","115.80666"
"170daf1a-30ca-ea11-8116-0050569a1c9a","findacpa","CARLTON & PARTNERS CO","U 16  186 Hay St, SUBIACO WA 6008, AUS","graemew@carltonpartnersco.com.au","+61417173384",,"-31.94681","115.83212"
"12efdc46-2d88-e011-87e1-005056b30007","findacpa","Equinox Accounting","384 Rokeby Rd, SUBIACO WA 6008, AUS","hello@equinoxfinancial.com.au","+61893819377","http://www.equinoxfinancial.com.au","-31.9556","115.82421"
"0ef3dbb9-2088-e011-82c3-005056b3003f","findacpa","Propel Accountants & Advisors","PO Box 268, INNALOO WA 6918, AUS","russell.woollett@propelbg.com.au","+61894407100","http://www.propelbusinessgroup.com.au","-31.89267","115.79545"
"95cc038f-1488-e011-87e1-005056b30007","findacpa","I T C Wright & Associates","18 Henry St, SHENTON PARK WA 6008, AUS","ian@itcwright.com.au","0418944678","http://www.itcwright.com.au/","-31.95742","115.81873"
"aa972ae6-1c88-e011-87e1-005056b30007","findacpa","JGC Accounting & Financial  Services","96 Wanneroo Rd, YOKINE WA 6060, AUS","jgc@jgc.net.au","+61893450700","http://","-31.90202","115.84317"
"e94c7ffa-1488-e011-87e1-005056b30007","findacpa","Sovereign Partners Pty Ltd","U 2  95 Hay St, SUBIACO WA 6008, AUS","assist@sovereignpartners.com.au","+61893886255","http://www.sovereignpartners.com.au","-31.94738","115.83471"
"ed49ea67-1e88-e011-87e1-005056b30007","findacpa","Richards & Co","U 2  73-75 Hay St, SUBIACO WA 6008, AUS","cpa@richardsandco.com.au","+61893816225","http://www.richardsandco.com.au","-31.94738","115.83522"
"3bd7e804-2888-e011-972f-005056b3003f","findacpa","McCloud Business & Taxation Management","77 Thomas St, SUBIACO WA 6008, AUS","swm@swmccloud.com.au","0408949332",,"-31.94869","115.83531"
"9256ff20-1988-e011-87e1-005056b30007","findacpa","Woods Business Consultants Pty Ltd","L 1  7 Ventnor Ave, WEST PERTH WA 6005, AUS","cns@woodsbc.com.au","+61893219768","http://www.woodsbc.com.au","-31.95039","115.8374"
"86404d22-1e88-e011-82c3-005056b3003f","findacpa","B.I. Woods & Co Pty Ltd","Ground Floor, 11 Ventnor Ave, WEST PERTH WA 6005, AUS","info@biwoodsco.com.au","+61893242211",,"-31.95012","115.83752"
"3efa7cb1-1388-e011-87e1-005056b30007","findacpa","Simmonds Le-Fevre","U 1  43 Oxford Cl, WEST LEEDERVILLE WA 6007, AUS","slf@slf.com.au","+61894441800","http://www.slf.com.au","-31.94121","115.84116"
